idCurso,Curso,abreviaturaCurso,habilitado
338075,338075-Máster Universitario en Dirección y Gestión Deportiva,DirGestionDeportiv-338075,si
338083,338083-Master en Coaching y Mentoring,CoachingMentoring-338083,si
338084,338084-Master en Coaching y Psicología Deportiva,CoachingMentoringDep-338084,si
338088,338088-Máster de Formación Permanente en Dirección de Orquesta,DirdeOrquesta-338088,si
338089,338089-Máster de Formación Permanente en Filosofía y Religión según Joseph Ratzinger,PersSociJRatzinger-338089,si
33808,33808-Licenciatura en Pedagogía,LicPedagogia-33808,si
338511,338511-Máster Universitario en Marketing Farmacéutico,MarketingFarmaceutic-338511,si
338555,338555-Grado en Marketing,GradoMarketing-338555,si
34170,34170-Experto Universitario en Trastorno por Déficit de Atención e Hiperactividad (TDAH),TDAH-34170,si
344177,344177-Especialista Universitario en Metodologías Activas y Ecosistemas Digitales de Aprendizajes,MetodoActivEcosisDig-344177,si
34687,34687-Máster Universitario en Investigación Musical,InvestigacionMusical-34687,si
348318,348318-Experto Universitario en Metodologías Activas y Aprendizaje Personalizado,MetodActivaAprenPers-348318,si
348319,348319-Experto Universitario en Ecosistemas Digitales de Aprendizaje,EcosistDigAprendiz-348319,si
35160,35160-Máster Universitario en Fiscalidad Internacional,FiscalidadInternacio-35160,si
352519,352519-Experto Universitario en Apreciación Musical,ApreciacionMus-352519,si
352540,352540-Máster de Formación Permanente en Digital Marketing 360,DigitalMarketing360-352540,si
352541,352541-Experto Universitario en Nutrición de Precisión y Epidemiología Nutricional,NutricionPrecisEpid-352541,si
352968,352968-Máster Universitario en Victimología y Criminología Aplicada,VictimologiayCrimino-352968,si
352969,352969-Máster Universitario en Derecho Digital,DerechoDigital-352969,si
352970,352970-Máster Universitario en Derecho de la Energía y Transición Energética,DerechoEnergTransaci-352970,si
352973,352973-Executive Master en Dirección de Industrias Agroalimentarias (EMDIA),ExecIndusAgroaliment-352973,si
352994,352994-Maestría en Administración de Negocios (MBA),AdminNegocMba-352994,si
352995,352995-Maestría en Derecho de la Empresa,DerechoDeLaEmpresa-352995,si
352996,352996-Maestría en Gestión Minera y Ambiental,GestMineraAmbient-352996,si
352997,352997-Maestría en Gestión de Tecnologías de la Información,GestTecnologiaInform-352997,si
35337,35337-Grado en Ingeniería en Organización Industrial ,IngenieriaIndustrial-35337,si
35444,35444-Máster Universitario en Propiedad Intelectual e Industrial,Propiedadintelectual-35444,si
35787,35787-Máster de Formación Permanente en Revenue Management,RevenueManagGestHot-35787,si
359617,359617-Máster de Formación Permanente en Humanidades,MasterHumanidades-359617,si
360741,360741-Curso de Adaptación al Grado en Educación Social,AdaptGradEduSoc-360741,si
360744,360744-Máster Universitario en Gestión del Patrimonio Cultural y Natural,GestPatrimonioCult-360744,si
364465,364465-Trabajo Motor en Niños con Trastornos Neurológicos y Discapacidad Intelectual,TrastornoNeuroDiscap-364465,si
364994,364994-Programa de Postgrado Avanzado en Control de Gestión,AvanzControlGestion-364994,si
364995,364995-Programa de Postgrado Avanzado en Dirección de Operaciones,AvanzDirOperaciones-364995,si
364996,364996-Programa de Postgrado Avanzado en Dirección de Personas,AvanzDirPersonas-364996,si
364997,364997-Programa de Postgrado Avanzado en Dirección de Proyectos,AvanzDirProyectos-364997,si
364998,364998-Programa de Postgrado Avanzado en Dirección del Marketing,AvanzDirMarketing-364998,si
364999,364999-Programa de Postgrado Avanzado en Dirección Financiera,AvanzDirFinanciera-364999,si
365000,365000-Programa de Postgrado Avanzado en Escritura y Publicación de Artículos Científicos,AvanzEscrituraArtCie-365000,si
365001,365001-Programa de Postgrado Avanzado en Estadística para la Investigación,AvanzEstadisticaInv-365001,si
365002,365002-Programa de Postgrado Avanzado en Finanzas Corporativas,AvanzDirFinanzaCorpo-365002,si
365003,365003-Programa de Postgrado Avanzado en Gestión de la Innovación,AvanzGestionInnov-365003,si
365004,365004-Programa de Postgrado Avanzado en Imagen y Comunicación Política,AvanzImagComPolitica-365004,si
365005,365005-Programa de Postgrado Avanzado en Logística,AvanzLogistica-365005,si
365006,365006-Programa de Postgrado Avanzado en Marketing Digital,AvanzMarketingDigit-365006,si
365007,365007-Programa de Postgrado Avanzado en Metodología de la Investigación,AvanzMetodoInvestig-365007,si
365008,365008-Programa de Postgrado Avanzado en Metodologías Ágiles,AvanzMetodoAgiles-365008,si
365009,365009-Programa de Postgrado Avanzado en Negocios Internacionales,AvanzNegocioInternac-365009,si
365427,365427-Grado en Fotografía,Fotografia-365427,si
365428,365428-Máster Universitario en Fotografía Artística,FotografiaArt-365428,si
366584,366584-Máster Universitario en Estudios de Seguridad Internacional,SeguridadInternacion-366584,si
367215,367215-Máster Universitario en Economía de la Salud,Farmaeconomia-367215,si
367216,367216-Máster Universitario en Protocolo y Eventos,ProtocoloEventos-367216,si
372814,372814-Máster de Formación Permanente en Full Stack Developer,FullStackDev-372814,si
372815,372815-Máster de Formación Permanente en Ecología Urbana e Infraestructura Verde,EcologiaUrbana-372815,si
378006,378006-Máster de Formación Permanente en Acompañamiento Educativo,CoachingYAcompEdu-378006,si
378007,378007-Máster de Formación Permanente en Trastornos y Dificultades del Aprendizaje,TrastornoDifAprendiz-378007,si
37829,37829-Curso de Adaptación al Grado de Ingeniería Informática,AdapIngInformatica-37829,si
386841,386841-Máster de Formación Permanente en Legaltech,LegalTech-386841,si
387408,387408-Máster en Nuevas Técnicas de Reproducción Bovina,ReproduccionBovina-387408,si
388178,388178-Máster Universitario en Gestión del Patrimonio Cultural y Natural,GestionPatrimoCultu-388178,si
388763,388763-Especialización en Neuropsicología y Educación,EspNeuropsicoEdu-388763,si
389572,389572-Máster de Formación Permanente en Marketing y Comercialización en el Sector Agroalimentario,MkComercAgroaliment-389572,si
389573,389573-Máster en Formación Permanente en Transformación Digital e Innovación en el Sector Agroalimentario,TransfDigAgroaliment-389573,si
390438,"390438-Executive Master en Dirección de Supply Chain, Operaciones y Logística",ExeSupplyChainOpeLog-390438,si
390880,390880-Curso Universitario en Dificultades del Aprendizaje,DificultAprendizaje-390880,si
390881,390881-Experto Universitario en Trastorno por Déficit de Atención e Hiperactividad (TDAH),TrasDeficAtencHipera-390881,si
391153,391153-Maestría en Dirección de Recursos Humanos,MaestriaDirRrhh-391153,si
391154,391154-Maestría en Gestión Tributaria,GestionTributaria-391154,si
391155,391155-Maestría en Marketing Digital (Newman),MaestriaMarkDigital-391155,si
391156,391156-Maestría en Dirección Pública,MaestriaDirPublica-391156,si
391157,391157-Maestría en Derecho Penal,MaestriaDerechPena-391157,si
391281,391281-Maestría en Educación (Newman),MaestriaEducacion-391281,si
391425,391425-Grado en Ciencias de la Actividad Física y del Deporte,ActivFisicayDeporte-391425,si
391445,391445-Curso de adaptación al Grado en Recursos Humanos y Relaciones Laborales,AdapRRHHyRL-391445,si
39226,"39226-Máster Universitario en Periodismo de Investigación, Datos y Visualización",PeriodismoDedatos-39226,si
39255,39255-Experto Universitario en Ecografía Musculoesquelética,EcogrMusculoesquelet-39255,si
392846,392846-Experto Universitario en Preceptuación y Asesoramiento Académico Personal,AsesoAcademPersonal-392846,si
392847,392847-Máster en Innovación en Educación Infantil,InnovacionEduInfant-392847,si
393517,393517-Maestría en Comunicación y Marketing Político,ComyMarkPolitico-393517,si
393518,393518-Maestría en Gestión de Riesgos Financieros,GestRiesgFinan-393518,si
393519,393519-Maestría en Ciencias Computacionales y Matemáticas Aplicadas,ComputaMatAplicadas-393519,si
393520,393520-Maestría en Diseño Gráfico Digital,DisenoGraficoDigital-393520,si
393521,393521-Maestría en Dirección y Gestión de las Tecnologías de la Información,DirGestTecnologInfo-393521,si
393522,393522-Maestría en Derechos Humanos,DerechosHumanos-393522,si
393523,393523-Licenciatura en Criminología,LicCriminologia-393523,si
393524,"393524-Maestría en Diseño Industrial, Innovación y Desarrollo de Producto",DisenoIndustrialProd-393524,si
393525,393525-Maestría en Métodos de Enseñanza en Educación Personalizada,EnsenanEduPersonaliz-393525,si
393526,393526-Maestría en Enseñanza del Inglés como Lengua Extranjera,EnsenanzaIngles-393526,si
393527,393527-Ingeniería en Informática,IngInformaticaSoftw-393527,si
393528,393528-Ingeniería en Informática con especialización en Videojuegos,IngInformaticaVideoj-393528,si
393529,393529-Licenciatura en Diseño de Videojuegos,LicDisenoVideojueg-393529,si
393530,393530-Licenciatura en Realización y Animación 3D,LicRealizacioAnima3d-393530,si
393531,393531-Maestría en Ingeniería Sanitaria con especialización en Aguas Residuales,IngSanitariaAguaResi-393531,si
393532,393532-Maestría en Inteligencia artificial,MaestriInteligArtif-393532,si
393533,393533-Licenciatura en Psicología,LicPsicologia-393533,si
393534,393534-Maestría en Intervención en Psicología Clínica,PsicoGenSanitaria-393534,si
393537,393537-Maestría en Psicoterapia: Terapias de Tercera Generación,Terapias3Generac-393537,si
393538,393538-Licenciatura en Administración Aduanera y Comercio Exterior,AdminAduaneraComExt-393538,si
393539,393539-Licenciatura en Administración de Empresas,LicAdminEmpres-393539,si
393540,393540-Licenciatura en Administración Industrial y Financiera,LicAdminIndustFinan-393540,si
393541,393541-Licenciatura en Administración Pública,LicAdminPublica-393541,si
393542,393542-Licenciatura en Contaduría Pública y Auditoría,LicContadPubAudit-393542,si
393543,393543-Maestría en Administración Aduanera,AdminAduanera-393543,si
393544,393544-Maestría en Administración de la Seguridad Social - MSS,AdminSegSocial-393544,si
393545,393545-Maestría en Administración Financiera,AdminFinanciera-393545,si
393546,393546-Maestría en Ciencias Actuariales,CienciasActuariales-393546,si
393547,393547-Maestría en Dirección y Políticas Públicas,DirPolicasPublicas-393547,si
393548,393548-Maestría en Finanzas y Tributación,FinanzasTributacion-393548,si
393549,393549-Maestría en Business Intelligence and Data Analytics,InteligenciaNegocios-393549,si
393550,393550-Maestría en Marketing Digital (Internaciones),MaestriaMkDigital-393550,si
393551,393551-Maestría en Normas Internacionales de Información Financiera - NIIF,NormasIntInforFinanc-393551,si
393552,393552-Maestría en Tributación,Tributacion-393552,si
393553,393553-Maestría en Administración de Empresas (MBA),MbaInterna-393553,si
393555,393555-Licenciatura en Ingeniería Industrial Administrativa,LicIngenierIndusAdmi-393555,si
393556,393556-Licenciatura en Ingeniería en Sistemas Computacionales,LicIngenierSistCompu-393556,si
393676,393676-Experto Universitario en Inteligencia Artificial en Diagnóstico Clínico por Imagen,AIenDiagnostClinic-393676,si
393677,393677-Máster en Cirugía Oral y Prótesis Implantosoportada,CirugiaOralyProtesis-393677,si
393678,"393678-Máster en Estética Dental, Odontología Restauradora y Flujo Digital",EsteticaDentalOdont-393678,si
394989,394989-Máster de Formación Permanente en Medicina Estética y Antienvejecimiento,EsteticaAntienvejec-394989,si
395138,395138-MBA + PSU en Transformación Digital en Gestión pública,MBAGestPublica-395138,si
396308,396308-Máster Universitario en Cuidados Paliativos,CuidadoPaliativo-396308,si
396309,396309-Grado en Logopedia UNIR,Logopedia-396309,si
396310,396310-Máster Universitario en Musicología,Musicologia-396310,si
397298,397298-Maestría en Logística y Transporte,LogisticayTransporte-397298,si
397299,397299-Maestría en Industria 4.0,MaestriaIndustria40-397299,si
397300,397300-Maestría en Atención a las Necesidades Educativas del Desarrollo,AtenNecEducaDes-397300,si
397301,397301-Maestría en Gestión Ambiental y Eficiencia Energética,GestAmbientyEfiEnerg-397301,si
397302,397302-Maestría en Negocios Internacionales y Comercio Exterior,NegInternComercioExt-397302,si
397303,397303-Maestría en Gerencia Comercial y Ventas,GerenciaComyVentas-397303,si
397304,"397304-Maestría en Didáctica de la Ciencia, Tecnología, Ingeniería y Matemáticas",DidCienciTecIngMat-397304,si
397305,397305-Maestría en Derecho Fiscal,DerechoFiscal-397305,si
397306,397306-Maestría en Derecho Procesal Penal,DerechoProcesalPenal-397306,si
397804,397804-Máster Universitario en Estudios Nutricionales y Epidemiología Nutricional,NutricPersonEpidemio-397804,si
39780,39780-Máster Universitario en Dirección de Operaciones y Calidad,DirOperacionesyCalid-39780,si
39798,39798-Doctorado online,Doctorado-39798,si
398861,398861-Máster Universitario en Análisis y Prevención de la Corrupción,AnaPrevCorrupcion-398861,si
398862,398862-Máster Universitario en Delincuencia Juvenil e Intervención con Menores,DelincuenciaJuvenil-398862,si
398863,398863-Máster Universitario en Derecho de Consumo para el Comercio Electrónico,DerechoConsumComElec-398863,si
398864,398864-Máster Universitario en Investigación Criminal,InvestigCriminal-398864,si
398865,398865-Máster Universitario en Docencia Superior Universitaria,DocenciaSupUniversit-398865,si
407199,407199-Grado en Diseño y Desarrollo de Videojuegos,GDisDesarroVideojueg-407199,si
407200,407200-Máster Universitario en Diseño y Desarrollo de Interfaz de Usuario Web (Front-end Design & Development),DisenoDesInterfazUs-407200,si
407201,"407201-Máster Universitario en Realidad Extendida: Realidad Virtual, Aumentada y Mixta",RealidadExtendida-407201,si
407203,407203-Grado en Economía,Economia-407203,si
407204,407204-Máster Universitario en Economía Internacional,EconomiaIntern-407204,si
407205,407205-Máster Universitario en Gestión de Empresas / Master in Management (MIM),MiMGestionEmpresas-407205,si
407206,407206-Máster Universitario en Transformación Digital en la Empresa,TransfDigEmpresa-407206,si
407207,407207-Máster Universitario en Energías Renovables,EnergiasAlternyRenov-407207,si
407209,407209-Máster Universitario en Gemelos Digitales,GemelosDigitales-407209,si
407210,407210-Máster Universitario en Inteligencia Artificial para el Sector de la Energía y las Infraestructuras,IAenEnergíaInfraestr-407210,si
407211,407211-Máster Universitario en Innovación en la Experiencia del Cliente,InnovExpericiaClient-407211,si
407212,407212-Máster Universitario en Computación Cuántica,ComputacionCuantica-407212,si
407213,407213-Máster Universitario en Salud Digital,SaludDigital-407213,si
407214,407214-Máster Universitario en Gestión de la Seguridad Alimentaria,SeguridadAlimentaria-407214,si
407215,407215-MU en Ingeniería de Telecomunicación,IngTelecomunicacion-407215,si
407217,407217-Grado en Ciberseguridad,Ciberseguridad-407217,si
407218,407218-MU en Diseño de Espacios Arquitectónicos,DisenEspacioArquit-407218,si
407219,407219-Máster Universitario en Estudios sobre Danza,Danza-407219,si
407834,407834-Grado en Gestión Logística,GestionLogistica-407834,si
430062,430062-Maestría en Visual Analytics y Big Data,VisualAnalytyBigD-430062,si
430063,430063-Maestría en Gestión y Dirección del Talento Humano,DirGestRrhh-430063,si
433396,433396-Maestría en Prevención de Riesgos Laborales,PreveRiesgoLabPRL-433396,si
436935,436935-Máster de Formación Permanente en Medicina Interna de Pequeños Animales,MedicinaPequeAnimale-436935,si
43899,43899-Máster Universitario en Educación Bilingüe,EducacionBilingue-43899,si
43901,43901-Máster Universitario en Enseñanza de Español como Lengua Extranjera,EnsenanzadelEspanol-43901,si
442645,442645-Especialización en Seguridad Informática,EspSeguridadInform-442645,si
442646,442646-Especialización en Visual Analytics y Big Data,EspeVisuAnalytBigDat-442646,si
442647,442647-Especialización en Ingenieria de Software,EspSeguridadSoftw-442647,si
443549,443549-Especialización en Gerencia Educativa,EspGerenciaEducativa-443549,si
446382,446382-Máster de Formación Permanente en Security Operation Center (SOC),SecurityOperCenteSOC-446382,si
446876,446876-Programa de Postgrado Avanzado en Soft Skills y Habilidades Directivas,SoftSkillsHabDirecti-446876,si
450114,450114-Máster de Formación Permanente en Problem Solving,FPProblemSolving-450114,si
450117,450117-Máster de Formación Permanente en Digital Business,FPDigitalBusiness-450117,si
450119,450119-Máster de Formación Permanente en Enoturismo,FPEnoturismo-450119,si
450120,450120-Master de FP en Relaciones Internacionales,FPRelacionIntern-450120,si
450122,450122-Máster de Formación Permanente en Terapia Asistida con Animales,FPTerapiaAsisConAnim-450122,si
450199,450199-Maestría en Atención a las Necesidades Educativas del Desarrollo + Curso en Tutoría y Orientación para el Desarrollo Personal y Profesional,AtenNecEducaDesYCurs-450199,si
451700,451700-Programa de Actualización de la Licenciatura Contaduría Pública y Auditoría,ActLicContaPubAudit-451700,si
451750,451750-Maestría en Ingeniería Sanitaria con Especialización en Desechos Sólidos,IngSanitariaDesecho-451750,si
452341,452341-MBA + Curso Universitario Avanzado en Gestión Inmobiliaria,MBAEspGestInmob-452341,si
452676,452676-Especialización en Industria 4.0,EspecIndustria40-452676,si
453468,453468-Curso Universitario de Fútbol Terapéutico,CursFutbolTerapeutic-453468,si
453717,453717-Máster de Formación Permanente en Altas Capacidades y Desarrollo del Talento,AltasCapDesaTalent-453717,si
454016,454016-Grado en Nutrición Humana y Dietética UNIR,Nutricion-454016,si
454034,454034-Maestría en Prevención de Riesgos Laborales + Certificado de auditor Interno ISO 45001,PRLcertifISO45001-454034,si
46709,46709-Máster Universitario en Protección de Datos,Protecciondedatos-46709,si
46807,46807-Programa Avanzado en Peritaje Informático e Informática forense,PeritajeInformatic-46807,si
46967,46967-Máster Universitario en Neuromarketing,Neuromarketing-46967,si
470198,470198-Grado en Diseño de Interiores,Lote3Semestre-470198,si
47026,47026-Grado en Diseño Digital,DisenoDigital-47026,si
471433,471433-Máster de Formación Permanente en Gestión Inmobiliaria,FPGestiInmobiliaria-471433,si
471435,471435-Máster Universitario en Didáctica de la Física y la Química en Educación Secundaria y Bachillerato,DidacticFisicaQuiSec-471435,si
471436,471436-Máster Universitario en Educación Ambiental para el Desarrollo Sostenible,EducAmbientDesSosten-471436,si
471437,471437-Máster Universitario en Didáctica de la Biología y la Geología en Educación Secundaria y Bachillerato,DidactBioGeoSyB-471437,si
471566,471566-Maestría en Neuropsicología Clínica,NeuropsicologClinic-471566,si
471567,471567-Maestría en Dirección y Administración en Salud,DirAdminSaludInter-471567,si
471568,471568-Experto Universitario en Ecografía del Aparato Digestivo y Genitourinario,EcogrAparatDigest-471568,si
471569,471569-Maestría en Psicología Forense,PsicologiaForens-471569,si
471570,471570-Maestría en Gestión de Tecnologías de la información,DirGestTecnoInformac-471570,si
471572,471572-Maestría en Cibersecurity,MaestrCiberseguridad-471572,si
471626,471626-Administración y Finanzas,TecSupAdminyFinanzas-471626,si
471627,471627-Marketing y Publicidad,TecSupMarketingPubli-471627,si
471628,471628-Administración de Sistemas Informáticos en Red,TecSupSistInformatic-471628,si
471631,471631-Desarrollo de Aplicaciones Multiplataforma,TecSupDAM-471631,si
471632,471632-Desarrollo de Aplicaciones Web,TecSupDAW-471632,si
472479,472479-Maestría mexicana en Marketing Digital,MarketingDigital-472479,si
472480,472480-Maestría en Comunicación Corporativa,ComunicIdentiCorpo-472480,si
473498,473498-Máster Universitario en Atención Educativa y Prevención de Conductas Adictivas en Niños y Adolescentes,AtencConductAdictiva-473498,si
473594,473594-Maestría en Ingeniería Sanitaria con Especialización en Agua Potable,IngSanitariaAguaPot-473594,si
474940,474940-Máster Universitario en Derecho Sanitario,DerechoSanitario-474940,si
474941,474941-Máster Universitario en Seguridad Pública,SeguridadPublica-474941,si
480601,480601-Máster Universitario en Redes Sociales / Master in Social Media,SocialMedia-480601,si
48376,48376-Curso Inglés A2 Intensivo,InglesA2-48376,si
48377,48377-Curso Inglés B1 Intensivo,InglesB1-48377,si
48378,48378-Curso Inglés B2 4 meses,InglesB2-48378,si
48380,48380-Examen UNIR B1 Español,EspanolB1-48380,si
48381,48381-Examen UNIR B2 Español,EspanolB2-48381,si
487357,487357-Certificado Experto en Marketing Digital 360,ExpMkDigital360-487357,si
487358,487358-Certificado Experto en Habilidades para Abogados,ExpHabilidadAbogado-487358,si
487359,487359-Certificado Experto en Gestión Digital de Proyectos,ExpGestDigitalProyec-487359,si
487360,487360-Certificado Experto en Gestión del Diseño,ExpGestDiseno-487360,si
487361,487361-Certificado Experto en Finanzas Corporativas,ExpFinanzaCorporativ-487361,si
487362,487362-Certificado Experto Data & Business Analytics,ExpDataBusinessAnal-487362,si
487619,487619-Certificado Experto en Inteligencia emocional y disciplina positiva,ExpInteligEmociPosit-487619,si
487946,487946-Foro de Digitalización y Tecnología en la Cadena Alimentaria: Oportunidades y Experiencias,ForoDigitCadenaAlime-487946,si
507083,507083-Certificado de Educación Continua en Experto en Calidad y Seguridad del Paciente,CertCalidadSegPacien-507083,si
507425,507425-MA Dirección y Administración de Salud + MIU Calidad Seguridad Paciente,AdmnSaludSegPacien-507425,si
507426,507426-MA Dirección y Adm. de Equipos de Salud + MIU Calidad Seguridad Paciente,AdmnEquipSaludPacien-507426,si
507840,507840-Licenciatura en Enfermería,LicEnfermeria-507840,si
507841,507841-Licenciatura en Odontología,LicCirujanoDentista-507841,si
507842,507842-Curso Universitario de Mediación en España y Latinoamérica,MediacionEspanaLatam-507842,si
507966,507966-CERTIFICADO EXPERTO Inteligencia Emocional y Disciplina Positiva,ExpInteligEmocioPosi-507966,si
508447,508447-Licenciatura en Educación Básica Primaria,LicEducaBasiPrimaria-508447,si
508448,508448-Especialización en Inteligencia de Negocio,EspInteligenciaNeg-508448,si
508449,508449-Especialización en Educación y Orientación Familiar,EducaOrientacionFami-508449,si
508450,508450-Maestría en Finanzas,MaestriaFinanzas-508450,si
508451,508451-MA Administración de Negocios (MBA) + MIU Gestión de Proyectos Digitales,MbaGestDigProyectos-508451,si
508452,508452-MA Derecho Penal + MIU Habilidades para Abogados,DerechPenalHabiAbog-508452,si
508453,508453-MA Educación + MIU Int. Emocional y DP,EducaInteligEmociona-508453,si
508454,508454-Maestría en Liderazgos y Dirección de Centros Educativos,LiderazgCentrEduc-508454,si
509676,509676-MU en Comercio Exterior e Interna. de Empresas + MIU Digital Project Management,ComerExtIntDigProj-509676,si
509677,509677-MU en Comunicación y Marketing Político + MIU Digital Project Management,MkPoliticoDigProj-509677,si
509678,509678-MU en Comunicación Transmedia + MIU Design Management,ComuTransmeDesingMng-509678,si
509679,509679-Máster Universitario en Comunicación Corporativa + Design Management,ComunicCorpDesingMng-509679,si
509680,509680-MU en Dirección Comercial y Ventas + MIU Digital Project Management,DirComVentasDigProj-509680,si
509681,509681-MU en Dirección de Procesos Estratégicos + MIU Digital Project Management,DirProcesEstrDigProj-509681,si
509682,509682-Máster Universitario en Gestión de Marca + Digital Project Management,GestMarcaDigProj-509682,si
509683,509683-Máster Universitario en Marketing Estratégico + Data & Business Analytics,MkEstrategDataAnalyt-509683,si
509698,509698-Máster Universitario en Marketing Estratégico + Digital Project Management,MkEstrategDigProj-509698,si
509699,509699-MU en Marketing Farmacéutico + MIU Digital Project Management,MkFarmaceutDigProj-509699,si
509700,509700-Máster Universitario en Auditoría de cuentas + Digital Project Management,AuditCuentDigProject-509700,si
509701,509701-MU en Inteligencia de Negocio + MIU Digital Project Management,InteligNegDigProj-509701,si
509702,509702-Máster Universitario en Transformación Digital + Data y Business Analytics,TransfDigitDataIntel-509702,si
509703,509703-MU en Transformación Digital + MIU Digital Project Management,TransfDigProjMng-509703,si
509706,509706-MA Derecho Fiscal + MIU Habilidades para Abogados,DerechFiscalHabiAbog-509706,si
509707,509707-MA Protección de Datos + MIU Habilidades para Abogados,ProtecDatosHabAbog-509707,si
509708,509708-MA Derechos Humanos + MIU Habilidades para Abogados,DerechHumanoHabiAbog-509708,si
509709,509709-MA Derecho Procesal Penal + MIU Habilidades para Abogados,ProcesalPenaHabiAbog-509709,si
510285,510285-Licenciatura en Ciencias Políticas y Administración Pública,LicCiencPolitAdmiPub-510285,si
510363,510363-Maestría en Desarrollo y Operaciones de Software (DevOps),MaestriaDevOps-510363,si
510364,510364-MA Gestión Minera y Ambiental + MIU Gestión de Proyectos Digitales,GestMineraAmbientDig-510364,si
510365,510365-MA Marketing Digital + MIU Marketing Digital 360,DirMkdigital360-510365,si
510366,510366-MA Administración de Negocios (MBA) + MIU Marketing Digital 360,MbaMkDigital360-510366,si
510367,510367-Maestría en Derecho Corporativo y Empresarial,DerechoCorpoEmpre-510367,si
510368,510368-Curso de Adobe Creative,AdobeCreat-510368,si
512174,512174-Maestría en Estética Dental Odontología Restauradora y Flujo Digital,EsteticDentalOdont-512174,si
512185,512185-MU en Dirección y Gestión Sanitaria + MIU Data & Business Analytics,DirGestSanitDataAnal-512185,si
512186,512186-MU Dirección y Gestión Sanitaria+ Corporate Finance,DirGestSanitCorFinan-512186,si
512187,512187-MU en Dirección y Gestión Sanitaria + MIU Calidad Seguridad Paciente,DirGestSanitSegClini-512187,si
512188,512188-MU en Dirección y Gestión de Unidades de Enfermería + Data & Business Analytics,UnidEnfermDataAnaly-512188,si
512189,512189-MU en Dirección y Gestión de Unidades de Enfermería + Corporate Finance,UnidEnfermCorpFinan-512189,si
512190,512190-MU Unidades de Enfermería + Seguridad Clínica y Calidad Asistencial,UnidEnfermSegClinic-512190,si
512191,512191-MU Psicología Forense + Inteligencia Emocional y Disciplina Positiva,PsicoForenseIntEmo-512191,si
512192,512192-MU Neuropsicología Clínica + Inteligencia Emocional y Disciplina positiva,NeuropsicoCliniIntEm-512192,si
512193,512193-MU Psicoterapia + Inteligencia Emocional y Disciplina positiva,PsicoterapInteligEmo-512193,si
512194,512194-MU Psicología Infanto-Juvenil + Inteligencia Emocional y Disciplina Positiva,IntervInfantJuvIntEm-512194,si
516409,516409-Curso de Certificación de Auditor Interno en Sistemas de Gestión de Servicios (SGS) de la Tecnología de la Información según ISO 20000:2018 TÜV Rheinland,AuditorInternoSGS-516409,si
520145,520145-Máster Universitario en Dirección Logística + Especialista Universitario en Industria 4.0,DirLogistIndus40-520145,si
520149,520149-Máster Universitario en Diseño Industrial y Desarrollo de Producto + Curso Universitario Avanzado en Diseño de Packaging,DisenoIndusPack-520149,si
520150,520150-MU en Diseño y Desarrollo de Interfaz de Usuario + MIU Marketing Digital 360,DisenInterfazUsMk360-520150,si
520151,520151-MU en Diseño de Experiencia de Usuario + MIU Marketing Digital 360,DisenExpeUsuariMk360-520151,si
520152,520152-MU en Dirección y Gestión de TI + Certificado ISO 20.000,GestTecnInfoDigTuv-520152,si
520153,520153-MU en Internet de las Cosas (IoT) + MIU Gestión de Proyectos Digitales,IoTGestProyecDig-520153,si
520154,520154-MU en Dirección y Gestión de TI + MIU Gestión de Proyectos Digitales,GestTecnInfoDigProj-520154,si
520155,520155-MU en Ingeniería Matemática y Computación + MIU Data y Business Analytics,IngMatesExpDataAnaly-520155,si
520159,520159-MU en Inteligencia Artificial + MIU Gestión de Proyectos Digitales,integArtiGestProyDig-520159,si
520160,520160-MU en Desarrollo y Operaciones (DevOps) + MIU Gestión de Proyectos Digitales,DevOpsGestProyecDig-520160,si
520161,520161-MU en Visual Analytics & Big Data + Especialista Industria 4.0,VisualizaDatIndus40-520161,si
520162,520162-MU en Ciberseguridad + MIU Gestión de Proyectos Digitales,CiberdelincGlobProg-520162,si
520163,520163-Global Program ESIT,GlobalProgramEsit-520163,si
520164,520164-Global Program Empresa,GlobalProgramEmpresa-520164,si
520165,520165-Curso de Actualización en Modelos de Gestión Sanitaria (Global Program),GlobalProgramSalud-520165,si
520166,520166-Concentración Avanzada en Inteligencia Artificial y Data Engineering,CaDataAnalEngineerng-520166,si
520167,520167-Curso propedéutico de la Maestría en Emprendimiento y Negocios Digitales,EmprendimNegoDig-520167,si
520168,520168-Concentración Avanzada en Data Analyst para Inteligencia Artificial,CaDataAnalyIA-520168,si
520169,520169-Maestría en Emprendimiento y Negocios Digitales,EmprendiNegoDig-520169,si
526883,526883-MU en Ingeniería de Software + Global Program,IngSoftwSistGlobProg-526883,si
526884,526884-MU en Desarrollo y Operaciones (DevOps) + Global Program,DevOpsGlobProg-526884,si
526885,526885-MU en Visual Analytics & Big Data + Global Program,VisualizaDatGlobProg-526885,si
526886,526886-MU en Inteligencia Artificial + Global Program,InteligArtifGlobProg-526886,si
526887,526887-MU en Ciberseguridad + Global Program,CiberseguGlobProg-526887,si
526895,526895-Experto Universitario en Convivencia y Acoso Escolar,ExpConvivencAcosoEsc-526895,si
526896,526896-Maestría en Transformación Digital de las Organizaciones,TransfdeDigOrganiza-526896,si
526897,526897-Curso Universitario en Altas Capacidades y Desarrollo del Talento,AltasCapDesarrTalent-526897,si
526898,526898-Programa Superior Universitario en Litigación,CuaLigitacion-526898,si
